Ensembl ID,Description,Gene Name,OMIM number,Curator's Note,PubMed IDs,Localisation,First order,Second order,In SCGSv1,Predicted in SCGSv1 paper,Predicted in CiliaCarta
ENSG00000117155,SSX family member 2 interacting protein(SSX2IP),SSX2IP,,"Centriolar satellite and microtubule anchoring protein. Interacts with PCM-1. Essential for the assembly of primary cilia and the recruitment of Cep290 to both satellites and the basal body; it also promotes the ciliary entry of the entire BBSome. Knockdown limits targeting of somatostatin receptor 3, and significantly reduces axoneme length. Possible novel cooperator of Rab8 (PMID: 24356449). Binds the microtubule-nucleator γ- tubulin complex. Knockdown of its orthologue in zebrafish, results in ciliary defects and disturbs left-right asymmetry. Microtubule anchoring role to the basal body is required for primary cilia formation (PMID: 24397932).","PMID: 24356449, PMID: 24397932","Centriolar satellites, basal body.",x,,,,x
ENSG00000118046,serine/threonine kinase 11(STK11),STK11,,"Downregulated in diseases associated with ciliopathies, including BBS, PKD and PHP. Regulates multiciliogenesis and differenciation of ciliated cells by phosphorylating MARK3 which supresses ERK1/2 (PMID: 31636950). Required for CCL2 regulation within cilia, via interactions with NPHP1, ANKS3 and NEK7 (PMID: 29925518). Bending of cilium activates Lkb1 pathway, which inhibits mTORC1 activity and regulation cell size (PMID: 20972424). Duct-specific deletion causes duct dilations and shorter cilia with swollen tips, indicative of perturbed intraciliary transport (PMID: 28159992).","PMID: 31636950, PMID: 29925518, PMID: 20972424, PMID: 28159992","Cilium, basal body.",x,,,,
ENSG00000211455,serine/threonine kinase 38 like(STK38L),STK38L,,"Phosphorylates Rabin8 which is crucial role in ciliogenesis. Regulates the process of vesicular trafficking and tethering to the pericentrosome, promoting local activation of Rab8 and ciliary membrane formation. Defects in NDR2-mediated Rabin8 phosphorylation impair preciliary membrane assembly and ciliogenesis, leading to accumulation of Rabin8-/Rab11-containing vesicles at the pericentrosome. Knockdown in RPE1 cells suporesses ciliogenesis (PMID: 23435566, PMID: 28122914). Mutated in canine early retinal degeneration, suggesting a role in photoreceptor cell function (PMID: 20887780).","PMID: 23435566, PMID: 28122914, PMID: 20887780","Cytosol, peroxisome",,x,x,,x
ENSG00000103266,STIP1 homology and U-box containing protein 1(STUB1),STUB1,607207,"Also known as CHIP. E3 ub- ligase. Ubiquitylates and degrades NEK10. Novel regulator of protein turnover at ciliary sites, it couples GPCR signaling to cilia dynamics. Downregulation of CHIP prevents cilia resorption whilst increased expression of CHIP is linked to reduced NEK10 levels and ciliogenesis; role in control of cilium stability. Mutations have been reported in patients with autosomal recessive spinocerebellar ataxia-16 SCAR16 (PMID: 29581457 ).",PMID: 29581457,Centriolar satellites,x,,,,
ENSG00000166900,syntaxin 3(STX3),STX3,,"Major partner for SNAP25 in photoreceptor cells and regulates rhodopsin delivery by mediating docking and fusion of rhodopsin transport carriers, expansion of the ciliary membrane and rod outer segments biogenesis (PMID: 19454479). Mislocalises to the outer segment in Bardet-Biedl syndrome (PMID: 31694913, PMID: 26216965).","PMID: 19454479, PMID: 31694913, PMID: 26216965","Cilium, base of cilium, plasma membrane of inner segment in photoreceptors.",x,,x,,x
ENSG00000131018,spectrin repeat containing nuclear envelope protein 1(SYNE1),SYNE1,,"Also known as Nesprin1. Integral components of ciliary rootlets of multiciliated cells. Interacts with rootletin (PMID: 28625779). Essential for the relocalisation of centrosome proteins and components of microtubule motor complexes to the nuclear envelope, and interacts with PCM-1 (PMID: 27802164). Mutations are associated with cerebellar and non-cerebellar pathologies of unknown molecular pathogenesis (PMID: 29630990). Mediates centrosome migration and determinationof centrosome/basal body positioning during early cell polarization, an essential step for ciliogenesis (PMID: 19596800).","PMID: 28625779, PMID: 27802164, PMID: 29630990, PMID: 19596800","Ciliary rootlets, nuclear envelope of rod photoreceptors.",x,,,x,x
ENSG00000054654,spectrin repeat containing nuclear envelope protein 2(SYNE2),SYNE2,,"Also known as Nespirin2. Colocalises with meckelin at filopodia prior to the establishment of cell polarity and ciliogenesis. Mediates centrosome migration and determinationof centrosome/basal body positioning during early cell polarization, an essential step for ciliogenesis. It may form a linking network between the centrosome and the actin cytoskeleton (PMID: 19596800). Role in nuclear","PMID: 19596800, PMID: 30054381",Actin cytoskeleton,,x,x,,x
ENSG00000169762,transmembrane anterior posterior transformation 1(TAPT1),TAPT1,616897,"Regulates intracellular protein trafficking and organisation of cellular organelles; it could also play a role in ciliary assembly and signaling. Defective TAPT1 mislocalises to the cytoplasm, disrupts Golgi morphology, trafficking and normal ciliogenesis. Knockdown of tapt1b in zebrafish induces severe malformations of the craniofacial skeleton (PMID: 26365339).",PMID: 26365339,Centrosome and/or basal body,x,,,,x
ENSG00000102125,tafazzin(TAZ),TAZ,,"Cytoplasmic retention of YAP/TAZ correlates with active ciliogenesis either in spatially confined cells or in cells treated with an actin filament destabilizer. Moreover, knockdown of YAP/TAZ is sufficient to induce ciliogenesis, whereas YAP/TAZ hyperactivation suppresses serum starvation- mediated ciliogenesis.",PMID: 25849865,Cytoplasm,,x,,,
ENSG00000111490,TBC1 domain family member 30(TBC1D30),TBC1D30,,"PMID:17646400 involved in membrane trafficking, necessary for ciliogenesis (PMID: PMID: 17646400). GAP protein that regulates activity of specific Rab GTPases including RAB3A22 and RAB8A (PMID: 23263489).","PMID: 17646400, (PMID: 23263489",Basal Body,x,,x,,x
ENSG00000145979,TBC1 domain family member 7(TBC1D7),TBC1D7,,GTPase-activating protein that controls specific Rabs involved in primary cilium formation. TBC1D7 specifically acts on Rab17.,PMID:17646400,Basal Body,x,,x,,x
ENSG00000113838,TBCC domain containing 1(TBCCD1),TBCCD1,,Required for centrosome and Golgi apparatus perinuclear positioning. Depletion reduces primary cilia assembly efficiency/ability and affectes cell shape and migration. TBCCD1-silenced cells showed disorganised Golgi apparatus (PMID: 20168327). Candidate for primary cause of centrosome amplification due to gain of function (PMID: 32681070).,"PMID: 20168327, PMID: 32681070","Centrosome, basal body of primary and motile cilia.",,x,,,
ENSG00000213123,Tctex1 domain containing 2(TCTEX1D2),TCTEX1D2,,"Dynein-2 light chain, required for cilia function. Associates with WDR34 (PMID: 25205765) and WDR60, which is required for ciliary protein trafficking, as KO cells show defects in retrograde ciliary protein trafficking (PMID: 29742051). Causative gene for short-rib polydactyly syndromes. Associates with Dync2h1 and other subunits of the Dync2 complex to deliver specific cargo necessary for ciliogenesis to the base of the cilium (PMID: 25830415). Mutations cause Jeune asphyxiating thoracic dystrophy (PMID: 26044572).","PMID: 25205765, PMID: 29742051, PMID: 25830415, PMID: 26044572.",Ciliary base,x,,,x,x
ENSG00000204852,tectonic family member 1(TCTN1),TCTN1,609863,"Required for cilium-dependent Hh signal transduction, for transition zone localisation of interacting proteins. Form a complex with Tctn3, Mks1, Tmem216, Tmem67, Cep290, Cc2d2a, B9d1 and Tctn2, which regulates ciliogenesis and ciliary membrane composition. Mutations have been identified to cause JBTS (PMID: 21725307). Mutations disrupts ciliogenesis and Hh","PMID: 21725307, PMID: 28800946, PMID: 29725084.",Transition Zone,x,,x,,x
ENSG00000168778,tectonic family member 2(TCTN2),TCTN2,613846,"Form a complex with Tctn3, Mks1, Tmem216, Tmem67, Cep290, Cc2d2a, B9d1 and Tctn1 to regulate ciliogenesis and ciliary membrane composition (PMID: 21725307). Mutations disrupts ciliogenesis, Hh signaling (PMID: 28800946) and neural tube patterning (PMID: 29725084). Regulator of Shh pathway. Role in selective trafficking of ciliary proteins to cilia, required for ciliogenesis (PMID: 29725084). Indispensible for ciliogenesis in the neural tube (PMID: 21565611). Mutations have also been identified as cause of Meckel–Gruber syndrome (PMID: 32655147).","PMID: 21725307, PMID: 28800946, PMID: 29725084, PMID: 21565611, PMID: 32655147",Transition Zone,x,,x,,x
ENSG00000119977,tectonic family member 3(TCTN3),TCTN3,613847,"Form a complex with Tctn2, Mks1, Tmem216, Tmem67, Cep290, Cc2d2a, B9d1 and Tctn1 to regulate ciliogenesis and ciliary membrane composition (PMID: 21725307). Mutations disrupts ciliogenesis and Hh signaling (PMID: 28800946) and are also the causes of Joubert syndrome (PMID: 30286481). Regulator of Shh pathway. Role in selective trafficking of ciliary proteins to cilia, required for ciliogenesis (PMID: 29725084). Role for GLI3 processing and function. Mutations cause severe orofaciodigital syndrome, Mohr-Majewski syndrome","PMID: 21725307, PMID: 28800946, PMID: 30286481, PMID: 22883145",Transition Zone,x,,x,,x
ENSG00000167858,tektin 1(TEKT1),TEKT1,,"Positive regulator of cilium length. Its expression is controlled by the transcription factor FOXJ1. In zebrafish, it is required for fully efficient motility of cilia in various organs, and for ciliogenesis or maintenance of motile cilia in the KV. Mutations of which may cause ciliary dyskinesia (PMID: 29121203).",PMID: 29121203,"Centrosome, basal bodies of both primary and motile cilia, axoneme of motile cilia.",x,,,x,x
ENSG00000092850,tektin 2(TEKT2),TEKT2,,"Also known as Tektin-t. Forms filaments in flagellar, ciliary,and axonemal microtubules. Required for normal flagellar structure and function. Participates in dynein inner arm assembly or attachment to microtubules. Loss of Tektin-t results in impaired motility of cilia and flagella due to deficiency in flagellar construction. Candidate gene for PCD (PMID: 15340058).",PMID: 15340058,"Cilium, periphery of the outer dense fiber (ODF) in the sperm flagella",x,,x,,x
ENSG00000163060,tektin 4(TEKT4),TEKT4,,"Axonemal protein required for flagella motility in mouse sperm. Expression reduced in inasthenozoospermic men (PMID: 22774605, PMID: 16596631)","PMID: 22774605, PMID: 16596631","Cilium, cortex of outer dense fiber",x,,x,,x
ENSG00000107140,testis-specific kinase 1(TESK1),TESK1,,"Role in the actin dynamics and actin cytoskeleton remodelling, via inactivation of the actin-severing protein CFL. Supresses ciliogenesis by upregulating the expression of YAP/TAZ target genes, as well as modulating directional trafficking of ciliary vesicles to the ciliary base. TESK1 overexpression interferes with serum starvation-mediated ciliogenesis (PMID: 25849865).",PMID: 25849865,Cytoplasm,,x,,,
ENSG00000105329,transforming growth factor beta 1(TGFB1),TGFB1,,Involved in defective differentiation of ciliated cells (PMID: 31784664). Regulates the transformation of RPE into fibrous cells (PMID: 15965172). Increases receptor localisation and activation of SMAD2/3 and ERK1/2 at the ciliary base. TGF-B signaling is regulated by the primary cilium. Involved in clathrin-dependent endocytosis (CDE) (PMID: 23746451).,"PMID: 31784664, PMID: 15965172, PMID: 23746451","Ciliary tip (membrane), endocytic vesicles at the ciliary base.",,x,,,
ENSG00000106799,transforming growth factor beta receptor 1(TGFBR1),TGBFBR1,,"Phosphorylates and activates downstream effectors MEK1/2-ERK1/2 and receptor SMADs, SMAD2/3 (PMID: 23746451). Involved in CDE (PMID: 27364476).","PMID: 23746451, PMID: 27364476",Base of primary cilium; ciliary tip (membrane).,x,,,,
ENSG00000179029,transmembrane protein 107(TMEM107),TMEM107,616183,"Critical regulator of cilia formation and morphology (PMID: 26518474). Controls ciliary proteincomposition. Functions redundantly with NPHP4 to regulate cilium integrity, transition zone docking and assembly of membrane to microtubule Y- link connectors. Recruits ciliopathy proteins MKS1, TMEM231 and TMEM237. Mutated in OFD and JBTS patients (PMID: 26595381). In mice, mutations decrease cilia number and disrupt Hh signaling. Essential for craniofacial development (PMID: 28954202). Acts synergistically with Gli2 as a positive mediator of Shh and ciliogenesis (PMID: 22698544). Loss of Tmem107 results in disruption in early L- R patterning events at the node (PMID: 31887266).","PMID: 26518474, PMID: 26595381, PMID: 28954202, PMID: 22698544, PMID: 31887266",Transition Zone,x,,,,x
ENSG00000149483,transmembrane protein 138(TMEM138),TMEM138,614459,"Mutations cause JBTS. Required for ciliogenesis. Mutations lead to shorter cilia, and knockdown cells show defects of ciliogenesis. It might mark vesicles en route to the base of cilium, which is known to be crucial for ciliary assembly (PMID: 22282472).",PMID: 22282472,"Basal Body, Cilium",x,,x,,x
ENSG00000187049,transmembrane protein 216(TMEM216),TMEM216,613277,"Required for ciliogenesis. It might mark vesicles en route to the base of cilium, which is known to be crucial for ciliary assembly. Mutations cause JBTS (PMID: 22282472). Mutated in OFD6 (PMID: 26982032) and in Meckel syndrome MKS (PMID: 21493627). Mutations or knockdown result in impaired ciliogenesis and centrosome docking. Modulates hyper- responsiveness of signaling pathways mediated by Dvl and RhoA, suggesting they might be part of a complex to mediate cellular polarization and centrosomal apical docking (PMID: 20512146).","PMID: 22282472, PMID: 26982032, PMID: 21493627, PMID: 20512146","Basal Body, transition zone, Golgi.",x,,x,,x
ENSG00000205084,transmembrane protein 231(TMEM231),TMEM231,614949,"Interacts with several JBTS proteins as part of the B9 complex, involved in the formation of the diffusion barrier between the cilia and plasma membrane, maintaining the integrity of the cilia. Knockdown results in a reduction of cilia formation, and perturbs localisation of components of the B9 complex at the transition zone and ciliary localisation of signalling receptors. Mutations have been associated with JBTS (PMID: 23012439). Mutated in MKS (PMID: 23349226). Critical for organizing the MKS complex and controlling ciliary composition. Mutated in","PMID: 23012439, PMID: 23349226, PMID: 25869670",Transition Zone,x,,x,,x
ENSG00000155755,transmembrane protein 237(TMEM237),TMEM237,614423,"Also known as JBTS-14 . Interacts functionally with NPHP4, MKS2, MKSR1, MKSR2, and MKS5 at the transition zone. Its interaction with NPHP4 promotes basal body-TZ attachment to the membrane and cilium formation. Loss of TMEM237 results in defective ciliogenesis and deregulation of Wnt signaling. Mutated in Joubert syndrome related disorders (PMID: 22152675).",PMID: 22152675,Transition Zone,x,,x,,x
ENSG00000164953,transmembrane protein 67(TMEM67),TMEM67,609884,"Also known as Meckelin or MKS3. Component of the MKS-JBTS module at the transition zone. Essential for phosphorylation of the non- canonical Wnt receptor ROR2. Negative regulator of Shh signalling. Required for centriolar migration to the apical membrane during cell polarisation, regulation of actin cytoskeleton remodelling and RhoA activity (PMID: 26035863). Required for the elongation and maintenance of the outer segments in retina. It may play a role in photoreceptor intraciliary transport (PMID: 22247471). Mutations are a major cause of MKS, JBTS and NPHP (PMID: 23393159). MKS function is required for ciliary structure and function; plays a role in regulating cilia length and number through modulating centrosome","PMID: 26035863, PMID: 22247471, PMID: 2339315, PMID: 19515853. PMID: 21422230","Basal Body, transition zone, ciliary membrane",x,,x,,x
ENSG00000083312,transportin 1(TNPO1),TNPO1,,Also known as Importin 2. Regulated RP2 trafficking into the ciliary compartment (PMID: 21285245). Interacts with KIF17; this interaction is required for the ciliary entry of KIF17 (PMID: 20526328). TNPO1 for a complex with Rab8 and CTSs (ciliary target signals) to mediate selective entry and retention of cargos within cilia (PMID: 27633000).,"PMID: 21285245, PMID: 20526328, PMID: 27633000","Axoneme, nucleus, basal body",x,,x,,x
ENSG00000198718,TOG array regulator of axonemal microtubules 1(TOGARAM1),TOGARAM1,619185,"Mutated in JBTS37. TOGARAM1 localized along the ciliary axoneme in hTERT-RPE1 cells and was associated with longer cilia when knocked down. Binds directly to ARMC9, forming a protein module that localizes to microtubule-like structures at the centriole and proximal portion of the cilium. The interaction with ARMC9 mapped to the N-terminal protein of TOGARAM1 (PMID: 32453716; PMID: 32747439).",PMID: 32453716; PMID: 32747439,Ciliary axoneme,x,,,x,x
ENSG00000197579,TOP1 binding arginine/serine rich protein(TOPORS),TOPORS,609507,"Component of the photoreceptor sensory cilium. Potential role in the regulation of primary cilia-dependent photoreceptor development and function. Knockdown leads to increased cell death in the retina of zebrafish (PMID: 21159800). Mutations have been associated with autosomal dominant retinitis pigmentosa (PMID: 17924349, PMID: 18509552).","PMID: 21159800, PMID: 17924349, PMID: 18509552","Basal Body of connecting cilium, Centrosome, nucleus.",x,,x,,x
ENSG00000179636,tubulin polymerization promoting protein family member 2(TPPP2),TPPP2,,"IFT transport and signalling defects after knockdown, ciliary frequency not affected. Candidate cilia gene.",PMID: 21289087,"Cytoplasm, microtubules",,x,x,,x
ENSG00000163870,transmembrane protein adipocyte associated 1(TPRA1),TPRA1,,Also known as GPR175. Positively regulates Hh signaling via inhibiting PKA activity by lowering cAMP levels. Its ciliary localisation and activity is Hh-dependent (PMID: 26451044).,PMID: 26451044,Cilium,x,,,,
ENSG00000160218,trafficking protein particle complex 10(TRAPPC10),TRAPPC10,,Component of a mammalian TRAPPII complex. Required for Rabin8 centrosomal targeting prior to ciliogenesis. Knockdown impares cilia formation by inhibiting Rabin8 recruitment to the centrosome (PMID: 21273506).,PMID: 21273506,"Basal Body, Centrosome",x,,x,,x
ENSG00000167632,trafficking protein particle complex 9(TRAPPC9),TRAPPC9,611966,Component of a mammalian TRAPPII complex. Required for Rabin8 centrosomal targeting prior to ciliogenesis. Knockdown impares cilia formation by inhibiting Rabin8 recruitment to the centrosome (PMID: 21273506).,PMID: 21273506,"Basal Body, Centrosome",x,,x,,x
ENSG00000119401,tripartite motif containing 32(TRIM32),TRIM32,602290,Inactivating homozygous mutations cause ciliopathy BBS11 (PMID: 16606853). Ubiquitinates NPHP5 which triggers protein delocalization and loss of cilia. Loss of BBS11 causes an accumulation of NPHP5 at the centrosome (PMID: 28498859).,"PMID: 16606853, PMID: 28498859",Centrosome,x,,x,,x
ENSG00000100815,thyroid hormone receptor interactor 11(TRIP11),TRIP11,,Anchores IFT20 to the Golgi complex. Interacts with IFT20 and to regulate sorting and/or trafficking of proteins from Golgi to the ciliary membrane. Required for efficient targeting of polycystin-2 to the cilium. Cilia in mutant cells are shorter (PMID: 19112494),PMID: 19112494,Golgi complex,,x,x,,x
ENSG00000196367,transformation/transcription domain associated protein(TRRAP),TRRAP,,"Central regulator of multiciliated cells formation. Acts downstream of Notch 2 and upstream Multicilin in regulation of ciliated cell formation; binds to the promoters and regulates the expression of genes involved in multiciliated cell differentiation and function, including several genes associated with human ciliopathies like PCD. Required for FOXJ1 expression. Knockdown of TRRAP decreased the number of ciliated cells, and knockout mice are not viable (PMID: 29588376).",PMID: 29588376,"Golgi, nucleus",,x,,,
ENSG00000165699,tuberous sclerosis 1(TSC1),TSC1,,"Regulates the length of cilia. Form a complex with TSC2 that negatively regulates the nTOR pathway and, in turn, cell growth, proliferation and survival (PMID: 19008302). Mutations have been associated with Tuberous sclerosis complex and polycystic kidney disease. Loss of Tsc1 or Tsc2 enhances ciliary formation and elongation (PMID: 18845692). Required for activation of canonical TGF-β signaling. Regulates Smoothened (SMO)- dependent HH signaling in cilia (PMID: 29396625). Role in maintaining cell polarity (PMID: 19321600).","PMID: 19008302, PMID: 18845692, PMID: 29396625, PMID: 19321600","Golgi, basal body.",x,,,x,
ENSG00000135951,testis specific 10(TSGA10),TSGA10,607166,"Role in spermatogenesis. Possible role in the structure of primary cilium, as it was found to colocalise with γ- tubulin in COS-1 cells (PMID: 16643851).",PMID: 16643851,"Perinuclear region, Centriole, cytoplasm, sperm tail",x,,,,x
ENSG00000128881,tau tubulin kinase 2(TTBK2),TTBK2,611695,"Regulator of the initiation of ciliogenesis in vivo. Ttbk2 mutants lack cilia. Promotes the removal of CP110 from the mother centriole, the recruitment and retention of IFT proteins at the distal end of basal body, to initiate the assembly of the ciliary axoneme (PMID: 23141541). Mutations have been associated with dominant human neurodegenerative disorder Spinocerebellar Ataxia type 11 (PMID: 18037885). Interacts in a","PMID: 23141541, PMID: 18037885, PMID: 24982133, PMID: 25297623, PMID: 31455668, PMID: 30532139","Distal end of mother centriole, transition zone",x,,x,,x
ENSG00000149292,tetratricopeptide repeat domain 12(TTC12),TTC12,,"Centrosome component (PMID: 23300604). Involved in the assembly and/or transport of axonemal dynein arms. Loss of function affects both ODA and IDA. In paramecia, knockdown led to the absence of dynein arms (PMID: 31978331).","PMID: 23300604, PMID: 31978331","Centrosome, cytoplasm.",x,,x,,x
ENSG00000052841,tetratricopeptide repeat domain 17(TTC17),TTC17,,Interacts with C2orf62 and regulates ciliogenesis and actin polymerisation in ciliated cells. Depletion reduces the number of primary cilia but does not alter their length (PMID: 24475127).,PMID: 24475127,"Actin cytoskeleton, cytosol and plasma membrane.",,x,,,
ENSG00000103852,tetratricopeptide repeat domain 23(TTC23),TTC23,,"Mutated in OFD. TTC23 localizes to the shaft of the cilia in controls but is restricted mainly to the base of the cilia in patient fibroblasts. Patient fibroblasts show normal ciliogenesis but increased length of cilia compared with control (PMID: 32055034). Affinity purification and mass spectrometry show TTC23 to strongly associate with IQCE and EFCAB7, components of the Ellis–van Creveld (EvC) zone (PMID: 29459677)",PMID: 32055034; PMID: 29459677,Along cilium,x,,,,
ENSG00000204815,tetratricopeptide repeat domain 25(TTC25),TTC25,617095,Member of the ODA-docking complex in humans and mice. Plays an essential role in the correct function of motile cilia and is therefore important for the development of left-right patterning. Mutations result in PCD and randomisation of left-right body asymmetry. TTC25 deficiency in mice leads to absence of ODA (PMID: 27486780). May interacts with CFAP53 to facilitate ODA proteins transport into the axoneme and regulate its stable docking with the axonemal microtubules (PMID: 33347437). TTC25 morphant cells show fewer and,"PMID: 27486780, PMID: 33347437, PMID: 17961536","Base of cilium, axoneme.",x,,,x,
ENSG00000105948,tetratricopeptide repeat domain 26(TTC26),TTC26,,"Also known as IFT56. Regulates normal levels and distribution of IFTB proteins in the cilia. Required for the accumulation of Gli2 and Gli3 at the distal tips of cilia; essential for normal microtubule architecture within the ciliary axoneme and trafficking of Shh signaling proteins. IFT56 associates with motility factors, function results in impaired motility (PMID: 28264835). Required for normal development and differentiation in retina and pronephros (PMID: 22718903). Role in transporting ciliary cargoes related to ciliary motility and for assembling cilia of full length (PMID: 24596149). Forms a dimer with IFT46, responsible for the interaction of IFT-B with ARL13B (PMID: 27927754).","PMID: 28264835, PMID: 22718903, PMID: 24596149, PMID: 27927754","Basal Body, Cilia/flagella, transition zone of primary and photoreceptor cilia.",x,,x,,x
ENSG00000137473,tetratricopeptide repeat domain 29(TTC29),TTC29,,"Also known as NYD-SP14. Strongly expressed in tissues with motile cilia and flagella. Functions in cilia and flagella, most likely as an inner-arm dynein subunit. Chlamydomonas homologue encodes 44kDa subunit of axonemal dynein (PMID: 17981992). Involved in functional interaction with the IFT machinery, participating in anterograde IFT. Mutations have been associated with multiple morphological","PMID: 17981992, PMID: 31735294",Axoneme,x,,x,,x
ENSG00000197557,tetratricopeptide repeat domain 30A(TTC30A),TTC30A,,"Also known as IFT70A. Component of the IFT-B complex. Crucial for interaction with IFT52–IFT88 dimer in the IFT-B complex, which is required for ciliogenesis. Knockout cells do not form cilia. (PMID: 296541164). Required for flagella assembly. Depletion results in the formation of short flagella (PMID: 20534810).","PMID: 29654116, PMID: 2053481","Cilium, flagellum, IFT",x,,x,,x
ENSG00000196659,tetratricopeptide repeat domain 30B(TTC30B),TTC30B,,"Also known as IFT70B. Component of the IFT-B complex. Redundant roles with IFT70A. Interacts with the IFT52–IFT88 dimer in the IFT-B1 subcomplex, required for ciliogenesis. Knockout cells do not form cilia. (PMID: 296541164). Required for flagella assembly. Depletion results in the formation of short flagella (PMID: 20534810).","PMID: 29654116, PMID: 2053481","Cilium, flagellum, IFT",x,,x,,x
ENSG00000139865,tetratricopeptide repeat domain 6(TTC6),TTC6,,Mutated in MKS. TTC6 localizes to the centrosome and ciliary shaft in controls but only to the centrosome in patient fibroblasts (PMID: 32055034),PMID: 32055034,Along cilium,x,,,,
ENSG00000112742,TTK protein kinase(TTK),TTK,,Also known as MPS1. Negative regulator of ciliogenesis. Interacts with VDAC3 at the centrosome to promote ciliary disassembly during cell cycle entry and proliferation. Essential for the recruitment of Centrin 2 to the procentrioles (PMID: 23388454).,PMID: 23388454,Centrosome,x,,x,,x
ENSG00000100271,tubulin tyrosine ligase like 1(TTLL1),TTLL1,,"Involved in the post- translational polyglutamylation of tubulin in axonemal microtubules within cilia and flagella; this glutamylation is required to generate a curved cilia waveform. Essential for normal motility of respiratory ciliary and for the biogenesis and integrity of sperm flagella, as PCD phenotype is seen in KO mice (PMID: 20442420).",PMID: 20442420,"Cytoplasm, microtubules",,x,,,x
ENSG00000119685,tubulin tyrosine ligase like 5(TTLL5),TTLL5,612268,"Recruited by ARL13B and FIP5 (PMID: 30120249). Higher activity initiating glutamate chains than elongating them. Required for RPGRORF15 function as it seems to be highly selective (PMID: 27162334). Essential for the correct function of sperm flagella. It might also be responsible for the tubulin polyglutamination in the microtubule triplets of the centrioles, increasing the centriole stability. Mutations have been identified as cause of recessive retinal dystrophy (PMID: 24791901), and reduced sperm motility and infertility in humans (PMID: 28173158).","PMID: 30120249, PMID: 24791901, PMID: 27162334, PMID: 28173158","Centrosome, base of connecting cilium.",x,,,,x
ENSG00000170703,tubulin tyrosine ligase like 6(TTLL6),TTLL6,,"Main axonemal tubulin glutamylase of ciliated cells. Knockdown caused loss of axonemal glutamylation but not basal body glutamylation (PMID: 21262966). Ciliary entry and distribution of TTLL6 is regulated by CEP41 (PMID: 22246503). Critical in the regulation of axonemal motility and ciliary beating in ependymal cells, as it cannot be replaced by any of the other glutamylases (PMID: 23897886).","PMID: 21262966, PMID: 22246503, PMID: 23897886","Cilium, basal body",x,,x,,x
ENSG00000131044,tubulin tyrosine ligase like 9(TTLL9),TTLL9,,"α-tubulin glutamylase required for the elongation of the polyglutamate side chains, and for the normal assembly and function of cilia (PMID: 18586949, PMID: 20188560).","PMID: 18586949, PMID: 20188560",Cilium,x,,x,,x
ENSG00000166402,tubby bipartite transcription factor(TUB),TUB,601197,"Mutations have been associated with retinal and cochlear degeneration, as well as obesity (PMID: 24375934). Function in ciliary GPCR trafficking in a similar way to TULP3 (PMID: 28154160).",PMID: 24375934; PMID: 28154160,"Base of the photoreceptor cilium, ciliary rootlet, cilium",x,,,,x
ENSG00000167553,tubulin alpha 1c(TUBA1C),TUBA1C,,"Alfa tubulin isoform. Component of the cytoskeleton, centrosomes and protofilaments, structures that associate laterally to form a microtubule.",PMID: 11516662,"Basal Body, Centriole, Cytosol",x,,x,,x
ENSG00000127824,tubulin alpha 4a(TUBA4A),TUBA4A,,"Alfa tubulin isoform. Component of the cytoskeleton, centrosomes and protofilaments, structures that associate laterally to form a microtubule.",PMID: 11516662,"Basal Body, Centriole, Cytosol",x,,x,,x
ENSG00000137267,tubulin beta 2A class IIa(TUBB2A),TUBB2A,,"Beta tubulin isoform. Component of the cytoskeleton, centrosomes and protofilaments, structures that associate laterally to form a microtubule.",PMID: 11516662,"Basal Body, Centriole, Cytosol",x,,x,,x
ENSG00000258947,tubulin beta 3 class III(TUBB3),TUBB3,,"Beta tubulin isoform. Component of the cytoskeleton, centrosomes and protofilaments, structures that associate laterally to form a microtubule.",PMID: 11516662,"Basal Body, Centriole, Cytosol",x,,,,
ENSG00000188229,tubulin beta 4B class IVb(TUBB4B),TUBB4B,602660,"Beta tubulin isoform. Component of the cytoskeleton, centrosomes and protofilaments, structures that associate laterally to form a microtubule. Mutations in TUBB4B Cause a Distinctive Sensorineural Disease of LCA with hearing loss","PMID: 11516662, PMID: 29198720",Microtubules,,x,,x,x
ENSG00000074935,tubulin epsilon 1(TUBE1),TUBE1,,Interacts with delta-tubulin to form the triplet microtubules or to stabilize them against depolymerization (PMID: 28906251). Function in the centriole lumen and on the cytoplasmic side is essential for the centriole-to- centrosome conversion. Depletion of TUBE1 affects microtubules biogenesis and reduces CEP44 recruitment to centrioles (PMID: 11148142).,"PMID: 28906251, PMID: 11148142",Centriole,x,,x,,x
ENSG00000126216,tubulin gamma complex associated protein 3(TUBGCP3),TUBGCP3,,"Also known as GCP3. Gamma tubulin complex protein. These type of complexes of γ-tubulin are used as templates for the longitudinal association with α/β-tubulin dimers during the nucleation process (PMID: 29514869). Component of γ- tubulin small complexes that then associate with associate with GCP4, GCP5 and GCP6 to form ring complexes (PMID: 21725292).","PMID: 29514869, PMID: 21725292","Basal Body, Centriole, Cytosol",x,,x,,x
